query,business_name,review_rating,review_text,review_photos,datetime_utc,timestamp,review_id,author_title,author_friend_count,author_photo_count,author_reviews_count,author_location,author_image,author_id,author_url,owner_reply,owner_reply_title,owner_reply_datetime_utc,owner_reply_timestamp,next_page_cursor,review_tags_helpful,review_tags_thanks,review_tags_love_this,review_tags_oh_no
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,1,"Ah, Huntington Beach, once the jewel of the SoCal coastline, now edging dangerously close to becoming ""Santa Ana-by-the-Sea."" My olfactory senses got a workout from the beach restrooms, which seem to double as a neglected potpourri of eau de urine and feces. Seriously, guys, would a little Windex kill ya?

The path to the beach is less a path and more a test of your strength and determination. Asphalt? Don't make me laugh. Be prepared for a ""Survivor"" episode as you lug your cooler, umbrella, and dignity across the sandy Sahara they call a beach.

And let's not forget the local characters. Ah yes, there's a peculiar breed of motorists here waving American flags out their windows, stuck in some kind of political time warp. It's like ""Back to the Future,"" only Marty McFly is nowhere to be found to fix the DeLorean.

Come for the ocean, stay for the circus!",,10/06/2023 05:27:26,1696570046,-mWQlzcjeHLM5BKxPrL1nA,Mr.BuffetSoCal ..,29,26,241,"Anaheim Hills, Anaheim, CA",https://s3-media0.fl.yelpcdn.com/photo/XAERZKixAsSzLb_UZiaKMw/180s.jpg,S88q5oTzu0eNfKZTJlY2Hw,https://www.yelp.com/user_details?userid=S88q5oTzu0eNfKZTJlY2Hw,,,,,,2,0,1,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"Awesome local southern California beach. Clean. Lots of activities,  shops and restaurants.
You can see surfers & paragliding often.","https://s3-media0.fl.yelpcdn.com/bphoto/zDd3NWoje0gZZ-wLz9kTog/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/zaDW4mcPXMod_oIp8uutXg/348s.jpg",12/02/2023 04:25:52,1701491152,R145XBj-EaS-QHHIFuS5kw,tosh c.,0,8,10,"Los Nietos, Los Nietos, CA",,saiciT5lX8SpEXl5pOLtAA,https://www.yelp.com/user_details?userid=saiciT5lX8SpEXl5pOLtAA,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"The fajitas are amazing! We go there often and always a great experience. 
Brian the server is always on point! Maris the bartender is above and beyond. I'm so glad they opened one in my area. Never disappointed and the ambiance is so fun and classy. 
Thanks for being awesome!!!",,10/14/2023 22:39:02,1697323142,sFfeiseFWnG0sNWtr1xLvA,Jules J.,10,6,21,"Huntington Beach, CA",https://s3-media0.fl.yelpcdn.com/photo/rLotxmGW0a7Cja19HoFvoA/180s.jpg,WAIw2burbzY6y1k6Gz-3QQ,https://www.yelp.com/user_details?userid=WAIw2burbzY6y1k6Gz-3QQ,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,Good place for photos and many more things to do here parking not that bad good place to walk as well,"https://s3-media0.fl.yelpcdn.com/bphoto/qODJbvKfh6Tma4_WBShjkw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/qMRAviRVUUh4_sD6Eo3gEQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/Edd_e3Brg6SDbHdvkkezJQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/KHdcb9spQtxnYRoEq5fIVw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/kM7_n1AbY-R32BSxeDXYJw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/r-UZqS0Ve7fhJ3C4uTJuIA/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/1AQr7uIGj3X3x93aI3L7mw/348s.jpg",10/15/2023 05:17:15,1697347035,39urM_wM9_SCSLfSBPyQbg,Mohammed N.,18,681,373,"Montclair, CA",https://s3-media0.fl.yelpcdn.com/photo/wEUmX1IYkl5lnWYi_rjUxA/180s.jpg,B7b6xTEaunV_R39Rux66dA,https://www.yelp.com/user_details?userid=B7b6xTEaunV_R39Rux66dA,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"Alan's Clean-Up & Hauling  is a great  company to use to both move your belongings and to haul off junk!
Alan is super nice, very reasonably priced, reliable, quick and very careful. His assistant Ryan is a hard worker and very nice, too!
I'm from Texas and had to make the arrangements long distance. I called 5 different Moving/hauling companies and I'm so happy I chose Alan!
310-625-4285 Give him a call!!",,09/30/2023 00:56:31,1696035391,z5ftKwfLWjaMymgqjySAGQ,Kate S.,0,0,3,"Leander, TX",https://s3-media0.fl.yelpcdn.com/photo/sunPmzSAjwSh1U98suPrIg/180s.jpg,Homt7knIf5_MwYcjGgiu8A,https://www.yelp.com/user_details?userid=Homt7knIf5_MwYcjGgiu8A,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"Huntington Beach and Pier is so beautiful to walk , run , surf or swim. It is great place to people watch, especially the surfers. There are several places to grab a bite and walk the pier.",,09/04/2023 18:23:00,1693851780,uvUhMJkJIYe1gMIeGBFGdg,Rosario S. C.,1,725,348,"Naples, FL",https://s3-media0.fl.yelpcdn.com/photo/aN7CyAtItD1KRzuqJZwDVA/180s.jpg,wIrqM3aWqQWHiFpG7tJ_gw,https://www.yelp.com/user_details?userid=wIrqM3aWqQWHiFpG7tJ_gw,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"Love this place.  Parking $20 fee one time entry.  Go get everything you need before you get there.  I bought everything in my cooler and bags.  Just chilled for hours and hours.  Reapply sun block and hydrated.  I enjoyed the breeze, our spot, and the other fellow beach goers.","https://s3-media0.fl.yelpcdn.com/bphoto/WaKjvRnIx_e_IDpudRSmKQ/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/ad24JXrmZus8xiheezMCDw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/wsRzmg9akq_cjZ5UzGeJyw/348s.jpg",07/07/2022 06:37:04,1657175824,8fvUbVNZ51puJ4qPmpwtuA,Judy L.,586,3654,1470,"Avondale, AZ",https://s3-media0.fl.yelpcdn.com/photo/VNSF_C1AaXtmHZ3bTJ757A/180s.jpg,iDlkZO2iILS8Jwfdy7DP9A,https://www.yelp.com/user_details?userid=iDlkZO2iILS8Jwfdy7DP9A,,,,,,9,0,11,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"My favorite beach for bonfires! The pits are next to the parking lot so you don't have to lug all your stuff to the edge of the water. While it'd be nice to be by the water, this makes for an easy clean up and pack up situation. Embarrassing to say but I can't swim, the the waves here are rather intimidating. Parking lot day use parking is $20 as of July 2022. there is also metered parking. And if you're patient and don't mind a walk, you can also park in the neighborhoods nearby. Main Street and the pier are right there if you want to grab a bite before, during, or after your beach visit. West coast sunsets are pretty great.  Beach closes at 10pm.","https://s3-media0.fl.yelpcdn.com/bphoto/Q_luacFlllSRAK9gpSF1lg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/EuayUPCmZqO8poRPRBxlRw/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/YZU00g0wsN9338hOWXmHRg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/1DUjQBiurtxLAF0KRFm9eg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/5fxaKLgCVcoDfMzZicqy0A/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/GFVaO9grLATGiyrHoIT9Eg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/C30AlJyhDMkr0JejZnoAhg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/bRzzcl2TvkA32oYPSglnXg/348s.jpg",08/02/2022 23:25:27,1659482727,sVZaE9QbF7IR4amZR1NrEQ,Angie W.,50,2433,174,"Anaheim, CA",https://s3-media0.fl.yelpcdn.com/photo/KtFP3MS-F9uDvAsvdYf9lA/180s.jpg,8D3nTNIb_S9_quP5BVkMJw,https://www.yelp.com/user_details?userid=8D3nTNIb_S9_quP5BVkMJw,,,,,,3,0,2,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"Huntington Beach is a beachgoer's paradise. With beautiful white sand and a seemingly endless stretch of beach, it is the perfect place for a full day experience.

The day started by relaxing on the beach, surrounded by miles of picturesque blue Pacific Ocean waters. The sun shone brightly, and the waves provided a calming musical accompaniment. The beach was the perfect place to indulge in activities such as sunbathing, swimming, surfing, and volleyball. As the day progressed, the beachgoers indulged in a variety of activities such as beachcombing, kite flying, and enjoying the beach's local wildlife.

In the afternoon, the beach was host to a number of events, including a beach bonfire, fireworks show, and a beach barbeque. Beachgoers were also able to enjoy music and entertainment provided by local vendors. The evening was filled with laughter and camaraderie, and it was the perfect way to end a perfect day.

After a full day of activities and entertainment, many of the beachgoers enjoyed a delicious dinner at one of the many restaurants located along the pier. The quality of the food was second to none, and it was the perfect way to cap off a full day experience at Huntington Beach.

In conclusion, a full day experience at Huntington Beach is one that will not be soon forgotten. With its beautiful white sand and miles of pristine ocean waters, Huntington Beach offered the perfect setting for a perfect day. Whether spending time relaxing on the beach, indulging in various beach activities, attending an event, or dining along the pier, Huntington Beach guaranteed an unforgettable full day experience.",,02/12/2023 04:13:52,1676175232,R_LPULnuSnn6NxU-Ds2l_g,Theresa L.,6,8,24,"CA, CA",https://s3-media0.fl.yelpcdn.com/photo/fygDHPH_xjRls9IE4dlWEg/180s.jpg,Inr7lxtyhXYH8H5eh5vUQA,https://www.yelp.com/user_details?userid=Inr7lxtyhXYH8H5eh5vUQA,,,,,,1,0,1,1
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,One of the best beaches to relax and splash in the waves. Parking is easy and costs $15 / day. Close proximity to the restrooms and fire pits. Not as crowded the farther away you are from the pier with enough spacing between people.,,07/27/2023 06:47:46,1690440466,M7lWF8xBbBA4vYi3ueJBdA,Angie M.,0,48,64,"Phoenix, AZ",https://s3-media0.fl.yelpcdn.com/photo/0_OzISsCMjxqHopcuRh57g/180s.jpg,UulFtJeW13UnQEYEcvXLMg,https://www.yelp.com/user_details?userid=UulFtJeW13UnQEYEcvXLMg,,,,,eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoib2Zmc2V0Iiwib2Zmc2V0IjoxOX0,0,0,1,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"I'm not sure why there are 3 different Huntington Beach (HB) on Yelp. But here we go again.

HB is a fabulous beach. I don't visit it very often because I don't live close by it. When I am here, it's always a pleasant visit. It's a pretty clean beach. Lots of people walking around, riding bikes, just chilling. They say ""Life's a beach"". I need to get out to the beach more often than not... I love the fresh crisp air, the open breeze, smooth winds... makes me want to go to the beach right now LOL.

Well, I'll plan for a weekend at the garden + HB before this summer ends. Thanks for the inspiration! See you there! Happy HB'ing!",,08/17/2022 19:09:34,1660763374,vQnm_yq6wnyPxq4bYOGEfA,Linh Y.,40,19426,1111,"Upland, CA",https://s3-media0.fl.yelpcdn.com/photo/Rty3VnALAOYfV8sOaDYhiw/180s.jpg,sV3hC-hfFRN9_kvvjnfnjw,https://www.yelp.com/user_details?userid=sV3hC-hfFRN9_kvvjnfnjw,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"The city beach has this stretch of sand sits along the PCH between Goldenwest St. and Beach Blvd, where professional surfers surf while you catch some sun exposure. There are volleyball courts, bonfire pits, and the iconic spanning pier, where visitors and locals like to experience the soft ocean breeze and the sounds of crashing waves. The sunset view is breathtaking and indescribable in words.","https://s3-media0.fl.yelpcdn.com/bphoto/X4TJkDZFl2ZCJWMiQkTIHg/348s.jpg, https://s3-media0.fl.yelpcdn.com/bphoto/KSWwKJ-rCCwsUGjYTJt4xQ/348s.jpg",02/18/2022 08:04:52,1645171492,DlqHpy2cmchiFN7Pf6fnZg,Maruko X.,2445,34791,4039,"Los Angeles, CA",https://s3-media0.fl.yelpcdn.com/photo/y2jJCmcE2VRxJmf1vVdt8Q/180s.jpg,0zDHiDbj79uBOy3OAcE25A,https://www.yelp.com/user_details?userid=0zDHiDbj79uBOy3OAcE25A,,,,,,16,0,15,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,4,"It is easy to park. Three hours cost us about five dollars. There is a shower to rinse off after a dip in the Pacific. It is also fun to walk the pier. The bathrooms are disgusting. I recommend only using them as an emergency. 

We had a great day!",https://s3-media0.fl.yelpcdn.com/bphoto/mwnrkf2b3Rk1PGTcYP83vQ/348s.jpg,09/20/2021 04:01:39,1632110499,HetCBY8cuorLt1wSKwgyZg,Jennifer L.,58,782,355,"Bellevue, WA",https://s3-media0.fl.yelpcdn.com/photo/ueqRUcfhyKOn_8xQuFpolw/180s.jpg,yTrlcOYT62dHDDBrgLEUeA,https://www.yelp.com/user_details?userid=yTrlcOYT62dHDDBrgLEUeA,,,,,,0,0,0,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"Everywhere you go in the United States there are beaches That reflect that part of the country. I've been fortunate to sample most of them over time. All have pros and cons but everyone has their favorite. Mine happens to be on the Texas coast because that's the one that gives me a sense of place with family during the summers growing up. Not the most esthetically pleasing to some but, still the ocean!

I had never experienced these beautiful wide SoCal beaches until I saw Huntington on my first trip here as an adult! I couldn't believe I've missed out on these big wide expansive beauties. Hopefully, I get a chance to go back before the final curtain!",https://s3-media0.fl.yelpcdn.com/bphoto/2q3l_7rNBwbmHfneUOVh5Q/348s.jpg,12/29/2020 18:58:58,1609268338,CzZ57AvZOS6ndLV0nJhjhA,Guy H.,4999,25562,1824,"Dallas, TX",https://s3-media0.fl.yelpcdn.com/photo/qQbUErhf3C2LKCdQEOqluQ/180s.jpg,cUTAO7xfjpRuOcXefbF2Bw,https://www.yelp.com/user_details?userid=cUTAO7xfjpRuOcXefbF2Bw,,,,,,68,0,67,0
https://www.yelp.com/biz/huntington-beach-huntington-beach,Huntington Beach,5,"You can never have too much fun in Huntington Beach. Especially if you live out here in which now i have made new friends out here living next door to Fountain Valley. People from all over the globe come to Huntington Beach for fun, Surfing, Drinking , Partying, and enjoying some of the best restaurants and entertainment the city has to offer. Everyday the city try and put up something nice for the community and outsiders to enjoy. I am here mostly in the Spring and Summer time.",https://s3-media0.fl.yelpcdn.com/bphoto/fX-cYbv1WatPE2Na63Kg7g/348s.jpg,02/11/2023 21:58:19,1676152699,kSya1fu5xKksfp9dSN-5-Q,Kevin B.,31,289,1720,"Fountain Valley, CA",https://s3-media0.fl.yelpcdn.com/photo/JJ5fyolpMSYx8GfbuqOzBA/180s.jpg,5dPPgTYqmwJUp7SLDXCJSA,https://www.yelp.com/user_details?userid=5dPPgTYqmwJUp7SLDXCJSA,,,,,,0,0,0,0
